"","value","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","Direction"
"1",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"2",9984,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"3",9966.98474,-17.01525996,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"4",9967.828888,0.844147843,-17.01525996,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"5",9954.348569,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"6",9941.748569,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"7",9939.848569,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"8",9952.640354,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"9",9961.196811,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"10",9954.196811,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,0,0,0,0,0,0,"Down"
"11",9945.845874,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,0,0,0,0,0,"Down"
"12",9942.56563,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,0,0,0,0,"Down"
"13",9925.56563,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,0,0,0,"Down"
"14",9909.56563,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,0,0,"Down"
"15",9890.56563,-19,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,0,"Down"
"16",9909.601788,19.0361581,-19,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,0,"Up"
"17",9897.30489,-12.29689761,19.0361581,-19,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,0,"Down"
"18",9886.30489,-11,-12.29689761,19.0361581,-19,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,0,"Down"
"19",9872.10489,-14.2,-11,-12.29689761,19.0361581,-19,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,0,"Down"
"20",9869.860017,-2.244873314,-14.2,-11,-12.29689761,19.0361581,-19,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,0,"Down"
"21",9891.777078,21.9170608,-2.244873314,-14.2,-11,-12.29689761,19.0361581,-19,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,-16,"Up"
"22",9911.920657,20.14357936,21.9170608,-2.244873314,-14.2,-11,-12.29689761,19.0361581,-19,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,-17.01525996,"Up"
"23",9906.87884,-5.041817533,20.14357936,21.9170608,-2.244873314,-14.2,-11,-12.29689761,19.0361581,-19,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,0.844147843,"Down"
"24",9909.072416,2.19357661,-5.041817533,20.14357936,21.9170608,-2.244873314,-14.2,-11,-12.29689761,19.0361581,-19,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,-13.48031912,"Up"
"25",9908.775345,-0.297071368,2.19357661,-5.041817533,20.14357936,21.9170608,-2.244873314,-14.2,-11,-12.29689761,19.0361581,-19,-16,-17,-3.280243964,-8.350937397,-7,8.556456945,12.79178547,-1.9,-12.6,"Down"
