"","value","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","Direction"
"1",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"2",9998.265102,-1.734897739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"3",9999.847171,1.582068417,-1.734897739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"4",9999.356848,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"5",9993.829563,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"6",9989.763922,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"7",9997.191096,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"8",9995.254399,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"9",9994.264075,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"10",9997.280093,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,0,0,0,0,0,"Up"
"11",9997.584241,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,0,0,0,0,"Up"
"12",9993.420979,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,0,0,0,"Down"
"13",9998.112703,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,0,0,"Up"
"14",9995.889693,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,0,"Down"
"15",9993.754818,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,0,"Down"
"16",9991.052484,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,0,"Down"
"17",9990.611978,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,0,"Down"
"18",9991.279238,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,0,"Up"
"19",9989.147905,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,0,"Down"
"20",9990.252032,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,0,"Up"
"21",9993.262724,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,-1.734897739,"Up"
"22",9996.132108,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,1.582068417,"Up"
"23",9992.994078,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,-0.490322426,"Down"
"24",9992.70306,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,-5.52728488,"Down"
"25",9996.829523,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,-4.06564146,"Up"
"26",10000.81313,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,7.427174316,"Up"
"27",10002.89555,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,-1.936696936,"Up"
"28",10004.65559,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,-0.990324534,"Up"
"29",10007.75787,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,3.016018483,"Up"
"30",10011.69475,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,0.30414759,"Up"
"31",10010.31553,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,-4.163261653,"Down"
"32",10012.26909,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,4.691723989,"Up"
"33",10012.29742,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,-2.223009727,"Up"
"34",10015.68596,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,-2.134875675,"Up"
"35",10011.54969,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,-2.702333817,"Down"
"36",10011.36587,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,-0.440505449,"Down"
"37",10010.74045,-0.625411574,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,0.667259821,"Down"
"38",10010.51214,-0.228316387,-0.625411574,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,-2.131333415,"Down"
"39",10009.8628,-0.649338736,-0.228316387,-0.625411574,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,1.104126702,"Down"
"40",10012.85769,2.994890862,-0.649338736,-0.228316387,-0.625411574,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,3.010692088,"Up"
"41",10011.25602,-1.601664973,2.994890862,-0.649338736,-0.228316387,-0.625411574,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,2.869383895,"Down"
"42",10011.25919,0.003167444,-1.601664973,2.994890862,-0.649338736,-0.228316387,-0.625411574,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,-3.138029713,"Up"
"43",10007.13061,-4.128582051,0.003167444,-1.601664973,2.994890862,-0.649338736,-0.228316387,-0.625411574,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,-0.29101761,"Down"
"44",10009.15365,2.023041501,-4.128582051,0.003167444,-1.601664973,2.994890862,-0.649338736,-0.228316387,-0.625411574,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,4.126462768,"Up"
"45",10003.46806,-5.685592047,2.023041501,-4.128582051,0.003167444,-1.601664973,2.994890862,-0.649338736,-0.228316387,-0.625411574,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,3.983603821,"Down"
"46",10006.50921,3.041149351,-5.685592047,2.023041501,-4.128582051,0.003167444,-1.601664973,2.994890862,-0.649338736,-0.228316387,-0.625411574,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,2.082419335,"Up"
"47",10011.83616,5.326952716,3.041149351,-5.685592047,2.023041501,-4.128582051,0.003167444,-1.601664973,2.994890862,-0.649338736,-0.228316387,-0.625411574,-0.18382482,-4.1362682,3.388536007,0.028329192,1.953567888,-1.379225947,3.936876736,3.102282008,1.760046405,"Up"
