"","value","var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","Direction"
"1",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"2",10014,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"3",9977,-37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"4",9965,-12,-37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"5",9988,23,-12,-37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"6",10016.42101,28.42101377,23,-12,-37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"7",10040.91638,24.49536411,28.42101377,23,-12,-37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Up"
"8",9997.916378,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"9",9973.916378,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,0,0,0,0,0,0,0,0,0,0,"Down"
"10",9954.916378,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,0,0,0,0,0,0,0,0,0,"Down"
"11",9966.916378,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,0,0,0,0,0,0,0,0,"Up"
"12",9967.366323,0.449945488,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,0,0,0,0,0,0,0,"Up"
"13",9982.869335,15.50301133,0.449945488,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,0,0,0,0,0,0,"Up"
"14",10011.25844,28.38910134,15.50301133,0.449945488,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,0,0,0,0,0,"Up"
"15",10117.93072,106.6722858,28.38910134,15.50301133,0.449945488,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,0,0,0,0,"Up"
"16",10099.93072,-18,106.6722858,28.38910134,15.50301133,0.449945488,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,0,0,0,"Down"
"17",10109.26588,9.335154461,-18,106.6722858,28.38910134,15.50301133,0.449945488,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,0,0,"Up"
"18",10128.54734,19.28145906,9.335154461,-18,106.6722858,28.38910134,15.50301133,0.449945488,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,0,"Up"
"19",10101.54734,-27,19.28145906,9.335154461,-18,106.6722858,28.38910134,15.50301133,0.449945488,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,0,"Down"
"20",10070.54734,-31,-27,19.28145906,9.335154461,-18,106.6722858,28.38910134,15.50301133,0.449945488,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,0,"Down"
"21",10013.54734,-57,-31,-27,19.28145906,9.335154461,-18,106.6722858,28.38910134,15.50301133,0.449945488,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,14,"Down"
"22",10044.92253,31.37519161,-57,-31,-27,19.28145906,9.335154461,-18,106.6722858,28.38910134,15.50301133,0.449945488,12,-19,-24,-43,24.49536411,28.42101377,23,-12,-37,"Up"
